"","text","is_kelas"
"16285.content","pernah bantai proyek reklamasi seluruh halte dki milik ht siapa dulu teriak ahokdjarot pro peng",0
"16286.content","stlh bbrp hsl statistik logika saya buyar trlalu lebar gap antar hsl survey mnangkn",0
"16287.content","tuding semua orang tuduh semua kapan basuki resisten",-1
"16288.content","mnrt lo bapak menang pilkada mnrt saya dukung beliau sulit bro prediksi hrs pakai math stat",0
"16289.content","thanks radja",1
"16290.content","om ngedukung bapak jauh roma sukses selalu buat kalian dua ya",1
"16291.content","banyak sekal public figur dukung ahokdjarot selebriti komika musisi seniman sampai atlet bola internasional pil",1
"16292.content","oleh bapak ht tidak suka bapak ahokdjarot",-1
"16293.content","masukin berita pls",0
"16294.content","cara mau pakai sampai saat belum mempan alias hasil cx",-1
"16295.content","pls bantu",0
"16296.content","wiiiii radja minta pilih ahokdjarot",1
"16297.content","bikin ektp l klender tidak tau kpn bln mei hrs cek kenapa begitu bapak",0
"16298.content","sudah tidak sabar lihat musuh kejang semua",-1
"16299.content","waduhhhh rameeeeeee bikin rameeeee",1
"16300.content","bapak ahokmsy tidak golput suara semua anggota keluarga bt anda",1
"16301.content","tunggu jelas empat fraksi dprd dki lanjut boikot",0
"16302.content","alhamdilillah tidak sperti akun masih kampanye hari tenang",-1
"16303.content","sudah tidak sabar jari saya menyoblos tidak besok",1
"16304.content","basuki memang hebat",1
"16305.content","mantap appara",1
"16306.content","nangis saya lihat video",1
"16307.content","kata mbak semoga sukses ya bapak mata tidak berani tatap bapak malu x ya",1
"16308.content","simulasi smartsystem pju bapak coba banding pasang dki wanpr",0
"16309.content","ayo menang putar emang kalian tega lihat orang antri balai kota lama nungguin bapak",1
"16310.content","indikasi kuat intervensi hukum kasus meski tidak jabat apalagi ketika masih jabat",-1
"16311.content","noda jari jangan hati ayo bikin adem pilkada retweet kamu tuju",0
"16312.content","hujan tidak konslet abang sudah mirip kayak jepang austria hebat bapak",1
"16313.content","cocok mendagri",1
"16314.content","ole teman bapak datang ba coblos bapak ahokdjarot dulu fef",1
"16315.content","keren bapak",1
"16316.content","om telolet om gokil",1
"16317.content","gubernur dki unjung makam mbah priok kunjung damping direktur pap ipc riry syeried je",0
"16318.content","mendagri bersikukuh tidak memberhentikan",0
"16319.content","mimpin muslim ya gitu doa bareng beda agama",0
"16320.content","konsisten bro bulan mau nomor ganjil pilih nanti bulan klop gitu",-1
"16321.content","bapak ahokdjarot besok pilgub saya pilih bapak bagai gubernur dki jkrta",1
"16322.content","jk bapak demi benar berani tentang deras arus sungai kenapa hrs takut",1
"16323.content","padahal dulu mah temen bapak sekarang gitu tidak baik",-1
"16324.content","semoga muslim tidak salah pilih sudah salah pilih tanggung jwbnmu depan tuhan muslim must coblos or",-1
"16325.content","jangan slh ya negara bukan negara nenek moyang mu tidk blh kebal dhari",-1
"16326.content","saksi panitia siaga awas ktp palsu",0
"16327.content","hina ulama kami ancam ulama kami apa kami diam apa kami harus terus elus dada tidak",-1
"16328.content","akhir zaman ulama su ruwaibidhoh al ahlas smua bnar mari kita tunggu lanjut",0
"16329.content","bapak tolong lebih strategis dikit bapak demi warga jakarta",0
"16330.content","kenapa setelah pojok kyai ma ruf ulama nu ketika desak minta maaf jual selalu gusdur gusmus",-1
"16331.content","jongos",-1
"16332.content","bapak kayak anda perlu konseling latih lidah anda supaya lebih milik nilai etika saat bicara",0
"16333.content","saya kira kalian cerdas nyata songo tamat kamu",-1
"16334.content","jangan dengerin ahoker bapak dia muslim tanggung kamu dibabtis ajj",-1
"16335.content","istimewa sekal ya bapak af af",1
"16336.content","adian wajar media kejar bukti fakta habis akal elak akhir memutarbalikan omong minta maaf",-1
"16337.content","adian omomngan inkonsisten belum omong tidak mau minta maaf jam kemudian minta maaf ahokdjarot gagal paham",-1
"16338.content","mampusss kamu mateee sudah",-1
"16339.content","turut saya harus luhut bp kapolda metro pangdam jaya sowan bukan kyai ma ruf biang kisruh dia",0
"16340.content","soal cuma satu makhluk sampai negara kacau balau begini nama",-1
"16341.content","mrk minta bubar fpi amar makruf nahi munkar tuhan berik",-1
"16342.content","masa kudu ingetin terus cara komunikasi etika mmgnya anak ingus ngeselin",-1
"16343.content","tuding maruf saksi palsu bukti benci islam muslim saat sikap hukum laku lapor",-1
"16344.content","jaga sehat ya bapak",1
"16345.content","maka saya kenal firaun indonesia saat",-1
"16346.content","mungkin sisa pohon akasia taman flyover dki langsung eliminasi kayu sbg ongkos laksana",0
"16347.content","kapan situ mau renti bikin ulah mau nunggu sampai wak doyok cukur jambang dulu dasar lw tukang bikin gaduh",-1
"16348.content","ya tuhan semoga bapak berik kuat ketabahan sabar semoga tuhan tunjuk jalan baik buat bapak",1
"16349.content","hebat tuhan teman ahokdjarot kagak ngalahin",1
"16350.content","turut saya lebih cepat bapak ahokdjarot ketemu kiayi ma ruf sangat baik",0
"16351.content","terus tunggu tolol demi tolol",-1
"16352.content","bukti audio visual tuduh fitnah komplot biadab",-1
"16353.content","dalang politisasi agama biadab",-1
"16354.content","sprtnya apa p laku slalu salah saya sedih lihat diri semoga tetap kuat",1
"16355.content","turut indonesia tren elektabilitas naik turun",0
"16356.content","saat kuasa mundur atur belakang bela laku buat ahokdjarot kian sombong",-1
"16357.content","sya suka kalimat akhir video sprtinya akn keren",1
"16358.content","minta maaf orang layak beri ajar",-1
"16359.content","gaduh ahokdjarot dia benci semua orang beda pandang bukti bhw tidak layak gubernur",-1
"16360.content","mohon ketemu bapak kyai ma ruf minta maaf langsung supaya lbh sejuk suasana",0
"16361.content","curut orang berani minta maaf jauh lebih jantan drpd suka ngeles lebay kaya",-1
"16362.content","ibu guru soal politik kpd agussylvi dur notabene ulama besar nu",0
"16363.content","emang tidak mudah baik tempat sempit kusut kami selalu dukung tetap sabar semangat bapak",1
"16364.content","minta maaf tulus cermin perubahn sikap sesal kenapa wawancara aljazeera dia ngaku tidak sesal",-1
"16365.content","mau minta maaf datang kantor mu temu bapak kyai jangan lewat video atau tv",0
"16366.content","repot banget ngurusi ahokdjarot berapa penting ahokdjarot buat negara",-1
"16367.content","prestasi kerja nyata kamu kerja nyata atau nyantai ahokdjarot",-1
"16368.content","bahaya pemimpin tidak etika sll emosi tenaga ahli asisten saya kecewa",-1
"16369.content","ahokdjarot jangan maaf ampun bahaya",-1
"16370.content","anda hrus minta maaf ma ruf atas hardik hadap pimpin kami warga nu",-1
"16371.content","buat salah hrs dia acara rmh bapak kyai kerepot istana apa",-1
"16372.content","busway lambat sekal dpn mak cl grogol bagaimana tepat waktu",0
"16373.content","bau sampah pantesaaann",-1
"16374.content","ulama waris nabi bela ulama kami siap mati pesan tuk biadab ahokdjarot",-1
"16375.content","emang gubernur jakarta bukan terus jakarta bakal berantak gitu ya aneh kesan paksa gubernur",-1
"16376.content","memang mulut sm sil it",-1
"16377.content","politik kadang masalah timing proper bukan hanya salah benar tidak semua just right",0
"16378.content","sudah tokoh nasional harus bedak jaga etika dipengadilan beda jauh luar",0
"16379.content","panik ya makanya jangan cb sekutu setan hina islam ulama kami",-1
"16380.content","maafin taiker makan taik najis",-1
"16381.content","ahokdjarot dapat sadap langsung tuhan sungguh hebat",-1
"16382.content","selamat pagi bapak selamat beraktifitas",0
"16383.content","makin lucuk tanya bapak bacot ahokdjarot ya kenapa mrk sibuk",-1
"16384.content","gesek baik tidak terus pupuk style komunikasi gestur harus rubah",0
"16385.content","pemimpin baik adil pikir bijak kata sikap tegas laku santun bapak",0
"16386.content","ktika para projo sudah muak apakah jokowi tetap ahokdjarot atau dengar muak projo",-1
"16387.content","jaga lisan bapak semoga sukses",1
"16388.content","bapak tolong tindak fef",0
"16389.content","masuk polisi tni bacot",-1
"16390.content","bedak sopan santun adil balik ajar harga bagi orangtua tidak adil",0
"16391.content","lbp nyebokin bantu aparat jijik",-1
"16392.content","bs menjelasakan kenapa mereka datang bacot mau tanya",-1
"16393.content","sudah tidak sabar nunggu komando cina cina sudah apa sudah halal darah",-1
"16394.content","ajajajaja ahokdjarot jarot ajaja",1
"16395.content","gbu smga smua lancar",1
"16396.content","maaf bapak ahokdjarot tahu saya bahasa indonesia benar adalah kemarin bukan kemaren",0
"16397.content","lebih baik berfikir dl belum omong minta maaf malah keruh suasana",-1
"16398.content","cuih biasa ahokdjarot bikin gaduh gaduh mulut kotor sudah pojok minta maaf dasar kutil babi",-1
"16399.content","ahokdjarot nista alquran minta maaf tidak nyesel ketika aljazera sadap cakap hina ulama minta maaf malu",-1
"16400.content","minta maaf langsung orang bikin vlog youtube tidak sopan ama orang tua ketua mu hopeless",-1
"16401.content","satu kata maju terus",1
"16402.content","sabar ya bapak apa hubung anda sll atur lbh dasyat yaitu maha atur",1
"16403.content","kyknya bener apa kata haji lulung orang masuk psikopat",-1
"16404.content","terima nyata bangun sudah subuh",0
"16405.content","gerombol pki mint maaf",0
"16406.content","niat goreng isu nu seperti dasar niat bentur kaum nasionalis nu para radikal ambil untung",-1
"16407.content","bacot yng tidak kontrol abis para cebong ain mati mati sambil cari kambing hitam ngeles",-1
"16408.content","lihat begitu cara mereka kerja relawan ahokdjarot",1
"16409.content","semoga cepat tangkap negara aman sentosa mau hadapn jongos tidak bk",-1
"16410.content","kasihan ahokdjarot blunder",-1
"16411.content","manusia paling kurang ajar semoga tuhan cepat masukin dia liang kubur",-1
"16412.content","kasus lebar kuasa hukum sidang ahokdjarot sadap masuk delik ite teleko",0
"16413.content","pilih bela atau lepas dilema pasang badan ahokdjarot mk potensial jkw ikut jatuh ahokdjarot cuma beban",-1
"16414.content","dia googling tunggu walau dia tau sebab apa dia tetap micek",-1
"16415.content","tabayyun dulu sana",0
"16416.content","tahun berapa mega presiden lalau kenapa jual indosat btw kenapa",0
"16417.content","kabin ngamuk kpd phnya nangis bombay akibat ulah tolol saat sidang bingung hdpi formasi jkw kacau",-1
"16418.content","mantap perintah",1
"16419.content","asengkafir malang nian nasib babak belur keroyok jt umat belum sembuh ud mau digebukin sejagad",-1
"16420.content","tahu bgt tentang megatron",0
"16421.content","buka banget sampai melotot megawati jual indosat",0
"16422.content","sudah jelas antek asing buka mata lo lebar jangan micek",-1
"16423.content","guna transportasi umum ngurangin macet ayo",0
"16424.content","mantap buzzer bobok",-1
"16425.content","tidak kata tidak korup penuh masalah tidak n tidak jelas bersih korupsi bersih masalah sosial apalagi hukum",-1
"16426.content","ahokdjarot minta maaf lambat gara omongn para ahoker dukung ahokdjarot sudah ikut hina ulama nu sosmed",-1
"16427.content","monmaap bikin gaduh abang ya kecuali situ bayar dese",-1
"16428.content","rkyt tidak bodoh kriminalisasi hrs agussylvi makar polri institusi paling jelek mata rkyat hukum alat",-1
"16429.content","maap jalanin akun ngetweetnya bedain tidak tawan anak baru",-1
"16430.content","betul polisi senyum mayam ngantuk kata mereka",-1
"16431.content","polisi senyum mayam ngantuk kata mereka",-1
"16432.content","bapak polisi pasti ikut tawa",-1
"16433.content","lucu lihat anjing bual rizieq iya nama bual sedih",-1
"16434.content","bila polisi diam kasus sadap tlp oleh ph maka jangan harap rakyat percaya polisi kedholiman ma",-1
"16435.content","otak tidak waras sm rizieq yup hadir bela benar walo ngantuk tidak tahan",-1
"16436.content","jangan guna hukum hy bungkam lawan tameng kuasa ingat sabar rkyt batas",-1
"16437.content","rakyat r tunggu apa laku kait sadap tlp polisi aparat hkm atau jongos",-1
"16438.content","sbg aparat negara shrsnya polisi guna hukum cara adil usut sadap tlp oleh cs jangan tebang pilih",-1
"16439.content","kita lihat apa polisi usut duga sadap tlp ilegal atau diam ph",-1
"16440.content","bual asu rizieq onta mau sok pdkt bapak polisi bual kemaren demo bapak polisi",-1
"16441.content","polisi harus usut langsung indikasi sadap ilegal oleh ph ingat bukan delik adu kita lihat polisi adil atau",-1
"16442.content","rangkul musuh asih musuh ajar yesus coba bapak ahokdjarot jangan lawan pedang pedang kasih musuh",1
"16443.content","mana coba bakar s pasti dateng",-1
"16444.content","kasihan ya asu bual tidak hati rizieq onta rizieq sibuk fh",-1
"16445.content","orang gentlemen mau minta maaf",1
"16446.content","niat banget ya tweet situ buzzer banget lihat kerjaanya ya pantes",-1
"16447.content","ayo semua komponen pro tegak hukum lsm ormas dll lapor rentak phnya kait sadap ilegal kpd",-1
"16448.content","mereka skrng aga brutal engga urus junjung sibuk kasmaran fh soal",-1
"16449.content","pantas tadi gonggong rumah nyata masih lapar tidak cukup nasbus rizieq",-1
"16450.content","dia mau blng bukan ribu cuma nasi bungkus air teh anget",0
"16451.content","anjing rizieq nista pancasila",-1
"16452.content","tiap salah bgtu mulu gembok muluty",-1
"16453.content","ya nama suka cuci tang emang buzzernya receh kembali alfamart banget",-1
"16454.content","wisata bahari wisata favorit guyss ayo ayo kembangin wisata bahari jakarta",0
"16455.content","ngeri banget akun abis tweet langsung apus buzzer ahokdjarot banget laku",-1
"16456.content","jangan fitnah mulai ahokdjarot",-1
"16457.content","bapak usut akun buzzer ahoker bapak saya fitnah orang",-1
